Sukunimi;Yhteensä
Kjellberg;82
Kjellin;49
Kjellman;205
Klaar;28
Klaavo;122
Klaavu;68
Klaavuniemi;74
Klami;147
Klang;46
Klankki;35
Klapuri;76
Klar;35
Klärck;21
Klärich;20
Klasila;465
Klaus;90
Klavér;43
Klåvus;35
Kleemola;597
Klefström;28
Kleimola;233
Klein;77
Klem;35
Kleme;28
Klemelä;123
Klemets;336
Klemetti;1225
Klemettilä;180
Klemettinen;145
Klemi;77
Klemm;70
Klemola;911
Klen;41
Klén;72
Klenberg;56
Klimenko;29
Klimoff;34
Klimova;21
Klimscheffskij;23
Kling;97
Klinga;238
Klingberg;150
Klinge;30
Klingenberg;52
Klingstedt;27
Klink;26
Klinkmann;24
Klint;79
Klippi;38
Klockars;166
Klubb;69
Kluukeri;32
Klytseroff;25
Knaapi;260
Knaapila;78
Knaapinen;86
Knaappila;99
Knapas;21
Knape;45
Knapp;30
Knappe;20
Kneckt;42
Knif;69
Knifsund;35
Knight;36
Knihti;80
Knihtilä;68
Kniivilä;127
Knip;40
Knipström;45
Knookala;43
Knudsen;28
Knutar;181
Knutars;37
Knutas;40
Knuters;20
Knuth;20
Knuts;202
Knutsson;54
Knutti;35
Knuuti;366
Knuutila;1062
Knuutinen;836
Knuutti;109
Knuuttila;905
Kobayashi;24
Koberg;23
Koç;20
Koch;77
Kock;204
Kodisoja;37
Koenkytö;28
Koffert;78
Kohi;23
Kohijoki;55
Köhler;120
Kohmo;26
Koho;623
Kohola;26
Kohomäki;30
Kohonen;1283
Kohopää;47
Kohtakangas;37
Kohtala;456
Kohtalo;22
Kohtamäki;306
Kohtanen;102
Kohtaniemi;37
Kohvakka;627
Koikkalainen;817
Koimäki;20
Koiranen;398
Koirikivi;136
Koiso-Kanttila;60
Koiste;30
Koisti;87
Koistila;110
Koistinaho;68
Koistinen;4002
Koitela;20
Koitila;21
Koitto;75
Koittola;78
Koivikko;520
Koivisto;9468
Koivistoinen;732
Koivisto-Kokko;20
Koivu;1626
Koivuaho;117
Koivuharju;59
Koivuhuhta;21
Koivujärvi;27
Koivukangas;952
Koivukari;63
Koivukorpi;51
Koivukoski;330
Koivula;4096
Koivulahti;270
Koivulampi;96
Koivulehto;108
Koivuluoma;368
Koivuluoto;25
Koivumaa;406
Koivumäki;1591
Koivumetsä;22
Koivumies;20
Koivunen;3756
Koivuneva;100
Koivuniemi;1983
Koivunoksa;21
Koivunoro;30
Koivunurmi;31
Koivuoja;64
Koivupalo;73
Koivuperä;61
Koivuporras;90
Koivupuisto;22
Koivupuro;21
Koivuranta;773
Koivurinne;78
Koivurinta;55
Koivurova;120
Koivusaari;465
Koivusalo;641
Koivuselkä;20
Koivusilta;124
Koivusipilä;85
Koivuvaara;39
Koivuviita;62
Koivuvirta;21
Kojo;799
Kojola;253
Kojonen;208
Kokemäki;39
Kokkala;213
Kokkarinen;259
Kokki;582
Kokkila;215
Kokkinen;468
Kokko;5448
Kökkö;34
Kokkola;517
Kokkomäki;88
Kokkonen;6304
Kokkoniemi;411
Kokkosuo;25
Kokljuschkin;38
Kokoi;47
Kokora;44
Kokotti;51
Kola;316
Kolam;22
Kolari;1087
Kolehmainen;4326
Kolhi;31
Kölhi;140
Kolhinen;49
Kolhinoja;24
Kolho;51
Kolhonen;94
Koli;653
Kolima;20
Koliseva;124
Kolistaja;45
Koljander;89
Koljonen;1882
Kolju;26
Kolkka;239
Kolkkala;35
Kolkkanen;46
Kolkki;20
Kolkkinen;41
Kollanen;59
Kollani;38
Kollanus;135
Kolli;28
Kölli;60
Kollin;159
Kolmonen;281
Kolomainen;93
Kolonen;25
Kolppanen;186
Kolppo;36
Kolsi;191
Kolstela;28
Kolster;32
Kolttola;34
Kolu;657
Kolunen;28
Kolunsarka;30
Kolvanki;48
Komaro;43
Komarov;22
Komi;298
Kömi;112
Kommeri;24
Komminaho;62
Kommonen;37
Komokallio;20
Komonen;305
Komppa;351
Komppula;47
Kompsi;22
Kompuinen;20
Komsa;26
Komscha;22
Komsi;181
Komssi;36
Komu;464
Komula;40
Komulainen;3374
Kondelin;29
Kondratjeff;68
Kong;22
Konga;142
Köngäs;296
König;24
Köninki;39
Konka;55
Konkari;28
Konkarikoski;22
Konki;37
Konkka;47
Könkkölä;39
Könkö;27
Konkola;103
Könni;66
Könnilä;23
Könnö;21
Könnölä;21
Könnömäki;50
Konnu;59
Könö;26
Konola;223
Kononen;248
Könönen;950
Kononoff;28
Kononov;30
Konradsdal;37
Konsala;30
Konsell;22
Konsin;35
Könssi;21
Konstari;39
Konstenius;22
Konster;39
Konsti;128
Konstig;29
Kontiainen;491
Kontinaho;45
Kontinen;599
Kontio;1747
Kontiokari;67
Kontiokorpi;73
Kontiokoski;41
Kontiola;95
Kontiosalo;20
Kontkanen;1076
Kontola;154
Kontolampi;24
Kontoniemi;112
Kontra;74
Kontro;235
Kontsas;52
Könttä;62
Konttajärvi;52
Konttaniemi;103
Konttas;50
Kontteli;39
Kontti;46
Köntti;89
Konttijärvi;33
Konttila;689
Konttinen;2296
Kontto;154
Konttori;67
Kontturi;580
Kontu;140
Kontula;182
Kontulainen;153
Kontunen;258
Kontuniemi;49
Konu;232
Kööpikkä;24
Koort;43
Koota;121
Kopakka;42
Kopakkala;145
Kopalainen;45
Kopare;22
Kopeli;27
Kopi;29
Kopiloff;49
Kopio;40
Kopisto;77
Köpman;61
Kopo;41
Kopola;183
Koponen;6885
Köppä;70
Koppala;56
Koppana;23
Koppanen;312
Koppeli;28
Koppelo;70
Koppelomäki;107
Kopperi;57
Kopperoinen;112
Koppi;42
Koppila;25
Koppinen;237
Kopponen;173
Koppström;31
Kopra;910
Kopranen;28
Kopsa;177
Kopsala;177
Köpsi;62
Kopu;38
Korajoki;55
Koramo;135
Korander;118
Korbelainen;37
Kordelin;43
Koreasalo;27
Korelin;165
Korell;26
Koreneff;21
Korenius;49
Korento;82
Köresaar;22
Koret;68
Korhola;281
Korhonen;22204
Korin;58
Koriseva;69
Korja;192
Korjala;56
Korjamo;22
Korjansalo;38
Korjonen;214
Korjula;115
Korjus;383
Kork;37
Korkala;787
Korkalainen;830
Korkalo;117
Korkatti;174
Korkea-aho;217
Korkeakangas;282
Korkeakoski;295
Korkeala;70
Korkealaakso;34
Korkealehto;23
Korkeamaa;44
Korkeamäki;751
Korkeaniemi;132
Korkeaoja;72
Korkeasaari;21
Korkeasalo;67
Korkeavuori;40
Korkee;99
Korkeela;72
Korkeemaa;26
Korkeila;189
Korkia-aho;112
Korkia-Aho;29
Korkiakangas;234
Korkiakoski;1064
Korkiala;84
Korkiamäki;324
Korkiasaari;53
Korkiatupa;37
Korkiavuori;40
Korkka;250
Korkkanen;24
Korkki;59
Korkkinen;60
Körkkö;510
Korkkula;32
Korkman;58
Korkmaz;64
Korko;66
Korkola;43
Korkolainen;82
Korkonen;35
Kormano;205
Kormi;26
Kormilainen;39
Körmöläinen;20
Kormu;55
Korniloff;37
Koro;185
Korolainen;378
Koroleva;27
Koroma;38
Koronen;51
Korosuo;24
Korp;49
Korpas;21
Korpeinen;61
Korpela;4916
Korpelainen;572
Korpelin;66
Korpi;2599
Korpiaho;120
Korpialho;32
Korpihalkola;22
Korpihalla;24
Korpihete;50
Korpijaakko;93
Korpijärvi;178
Korpikallio;22
Korpikoski;170
Korpi-Kyyny;27
Korpilaakso;22
Korpilahti;147
Korpilammi;20
Korpimaa;30
Korpimäki;153
Korpinen;1015
Korpiniemi;57
Korpiniitty;35
Korpinurmi;29
Korpioja;35
Korpiola;35
Korpipää;25
Korpiranta;30
Korpisaari;127
Korpisalo;167
Korpi-Seppälä;26
Korpi-Tassi;30
Korpitie;42
Korpivaara;117
Korppas;39
Korppi;318
Korppila;51
Korppinen;82
Korppi-Tommola;32
Korppoo;37
Korpua;140
Korpunen;90
Korri;271
Korsbäck;41
Korsberg;32
Korsi;37
Korsikko;32
Korsimo;34
Korsisaari;22
Korsman;114
Korsoff;21
Korsström;97
Korsu;52
Korsulainen;56
Korsumäki;64
Korte;714
Kortehisto;36
Kortejärvi;53
Kortekallio;40
Kortekangas;98
Kortela;31
Kortelahti;212
Kortelainen;3117
Kortell;65
Kortemaa;66
Kortemäki;56
Kortene;21
Korteniemi;403
Korteoja;20
Kortepohja;26
Kortepuro;30
Kortesaari;66
Kortesalmi;422
Kortesalo;50
Kortesluoma;124
Kortesmaa;234
Kortesmäki;145
Kortesniemi;197
Kortesoja;261
Kortessalo;81
Kortesuo;80
Kortet;114
Kortetjärvi;190
Kortetmaa;63
Kortetmäki;58
Kortman;88
Kortström;20
Kortteenperä;28
Kortteinen;88
Kortteisto;42
Kortteus;38
Korttila;70
Korttinen;70
Korva;683
Korvajärvi;31
Korvakangas;32
Korvala;148
Korvanen;46
Korvela;191
Korvenaho;50
Korvenaro;21
Korvenmaa;37
Korvenoja;123
Korvenpää;203
Korvenranta;174
Korvenrinne;21
Korventaus;22
Korventausta;78
Korvo;27
Korvola;85
Korvuo;22
Kosamo;242
Kosar;53
Köse;22
Kosela;21
Kosenius;36
Koskela;7632
Koskelainen;926
Koskela-Koivisto;24
Koskelin;191
Koskell;26
Koskelo;889
Koskenala;30
Koskenheimo;50
Koskenkangas;59
Koskenkari;33
Koskenkorva;354
Koskenlahti;38
Koskenlaine;37
Koskenmaa;29
Koskenmäki;137
Koskenniemi;367
Koskenniska;60
Koskenoja;145
Koskenranta;316
Koskensalmi;24
Koskensalo;169
Koskensilta;28
Koskenvaara;28
Koskenvuo;20
Koskenvuori;26
Koski;6556
Koskiahde;67
Koskiaho;52
Koskialho;43
Koskikallio;65
Koskikangas;30
Koskilahti;52
Koski-Lammi;63
Koski-Laulaja;29
Koskiluoma;27
Koskimaa;386
Koskimäki;701
Koskimies;437
Koskimo;31
Koskinen;16918
Koskiniemi;474
Koskio;48
Koskipää;52
Koskipaasi;20
Koskipalo;50
Koskipuro;28
Koskiranta;208
Koski-Säntti;46
Koskitalo;46
Koski-Tuuri;40
Koskivaara;135
Koski-Vähälä;88
Koskivainio;24
Koskivirta;218
Koskivuori;132
Kosklin;42
Koskue;45
Koskunen;26
Kosloff;48
Koslonen;41
Kosma;25
Koso;221
Kosola;414
Kosomaa;35
Kosonen;4620
Kossi;135
Kössi;100
Kossila;193
Kössö;42
Kostama;40
Kostamo;728
Kostamoinen;33
Kostamovaara;102
Koste;109
Kostekivi;41
Köster;22
Kostet;147
Kosti;21
Kostia;64
Kostiainen;791
Kostian;113
Kostiander;134
Kostilainen;105
Kostin;51
Kosunen;1738
Kota-aho;57
Kotaja;29
Kotajärvi;473
Kotakorpi;67
Kotakorva;49
Kotala;328
Kotalampi;28
Kotamaa;32
Kotamäki;440
Kotamies;35
Kotanen;397
Kotaniemi;100
Kotasaari;28
Kotaviita;46
Kotavuopio;85
Kotiaho;125
Kotiharju;32
Kotijärvi;21
Kotikangas;104
Kotikoski;39
Kotikumpu;80
Kotila;493
Kotilahti;37
Kotilainen;1941
Kotilehto;40
Kotiluoto;39
Kotimaa;33
Kotimäki;166
Kotiniemi;140
Kotiniitty;26
Kotinurmi;36
Kotipelto;61
Kotiranta;858
Kotirinta;45
Kotisaari;136
Kotisalo;69
Kotivirta;20
Kotivuori;74
Kotka;244
Kotkajuuri;28
Kotkamaa;59
Kotkaniemi;54
Kotkansalo;34
Kotkaranta;45
Kotkas;36
Kotkaslahti;26
Kotkavaara;31
Kotkavuori;94
Koto;69
Kotoaro;42
Kotokorpi;39
Kotola;198
Kotomäki;129
Kotonen;193
Kotoneva;36
Kotro;365
Kotsalainen;50
Kotsalo;21
Kotselainen;21
Kotta;55
Kottari;72
Kottelin;43
Kotti;102
Kottila;99
Köttö;49
Kottonen;120
Kouhi;77
Kouhia;476
Kouki;227
Koukila;49
Koukka;167
Koukkari;508
Koukku;242
Koukkula;244
Koukkunen;149
Kouko;28
Koukonen;115
Kouri;249
Kourilehto;24
Kourimo;20
Kouru;66
Kourujärvi;25
Kourula;110
Kourunen;112
Kousa;382
Koutaniemi;82
Koutonen;326
Koutuaniemi;37
Kouva;250
Kouvala;40
Kouvalainen;371
Kouvo;312
Kouvonen;181
Kova;48
Kovács;54
Kovakoski;22
Koval;21
Kovala;159
Kovalainen;1247
Kovalenko;37
Kovalev;37
Kovaleva;26
Kovaljeff;37
Kovamäki;82
Kovanen;2418
Kovaniemi;131
Kovapohja;41
Kovasiipi;81
Kovasin;41
Kovero;359
Koverola;45
Koverskoi;27
Kovesjärvi;34
Köyhäjoki;55
Köykkä;612
Köykkäri;27
Kozlov;28
Kozlova;28
Kraama;38
Kraappa;25
Kraatari;58
Kraatz;20
Kraemer;70
Kraft;354
Krakau;25
Kräkin;98
Kråkström;29
Kramer;37
Kramsu;41
Kranck;23
Krank;30
Krankka;39
Krankkala;120
Kranni;76
Krannila;80
Krans;39
Krantz;21
Krapi;40
Krappala;26
Krappe;46
Krapu;102
Krasniqi;164
Krats;43
Kraufvelin;70
Kraus;37
Krause;87
Krautsuk;36
Kreander;93
Krebs;28
Kreivi;378
Kreivilä;50
Krekelä;23
Krekilä;82
Kreko;29
Krekola;61
Kreku;22
Krekula;54
Kreula;55
Kreus;117
Kreutzer;20
Kreutzman;27
Krigsholm;123
Krigsman;63
Kriikku;53
Kriikkula;131
Kristén;34
Kristensen;34
Kristeri;23
Kristersson;47
Kristiansen;50
Kristiansson;71
Kristo;254
Kristola;132
Kritz;34
Krogars;44
Krogell;93
Kröger;937
Krogerus;184
Krogius;54
Krohn;116
Krohns;98
Krok;61
Krokberg;66
Krokfors;79
Krökki;55
Kroksjö;25
Krokvik;57
Kronbäck;52
Kronberg;92
Kronholm;195
Kronkvist;38
Kronlöf;36
Kronlund;145
Kronman;82
Kronqvist;560
Kronström;82
Kronvall;38
Krook;492
Krooks;122
Kropsu;133
Krouvi;93
Krug;23
Krüger;59
Krunniniva;31
Krupula;29
Krusberg;45
Kruse;21
Kruskopf;62
Kruth;46
Krutsin;22
Kruunari;22
Kruus;91
Kruuse;35
Kruusi;25
Kruuti;51
Krylova;23
Kubin;22
Kuchey;33
Kudjoi;143
Kugappi;24
Kuha;661
Kuhakoski;20
Kuhalainen;31
Kuhalampi;95
Kuhanen;324
Kuhlberg;133
Kuhlefelt;42
Kuhlman;196
Kuhlström;32
Kuhmonen;413
Kuhn;22
Kühn;28
Kuhna;44
Kuhno;57
Kuhta;26
Kuikanmäki;34
Kuikka;1426
Kuikkaniemi;20
Kuikko;63
Kuiri;279
Kuirinlahti;68
Kuisma;2704
Kuismanen;410
Kuismin;470
Kuisti;59
Kuittinen;1434
Kuitto;108
Kuitula;72
Kuitunen;1579
Kuituniemi;21
Kuivainen;46
Kuivakangas;58
Kuivala;263
Kuivalahti;68
Kuivalainen;1457
Kuivamäki;252
Kuivanen;403
Kuivaniemi;216
Kuivas;101
Kuivasaari;42
Kuivasmäki;74
Kuivasniemi;104
Kuivasto;45
Kuivikko;52
Kuivila;180
Kuivinen;101
Kuivisto;49
Kuja-Aro;24
Kuja-Halkola;29
Kuja-Kanto;37
Kuja-Kyyny;30
Kujala;4529
Kujamäki;183
Kujanen;185
Kujanpää;1784
Kujansivu;120
Kujansuu;808
Kuja-Penttilä;24
Kujasalo;39
Kukanaho;22
Kuki;83
Kukila;78
Kukk;23
Kukka;236
Kukkakorpi;26
Kukkala;116
Kukkamaa;47
Kukkamäki;172
Kukkamo;24
Kukkanen;120
Kukkaro;45
Kukkasjärvi;25
Kukkasmäki;37
Kukkasniemi;93
Kukko;551
Kukkoaho;49
Kukkohovi;295
Kukkola;1325
Kukkonen;4872
Kukkula;340
Kukkumäki;35
Kukkura;25
Kukkurainen;166
Kukola;26
Kukonlehto;101
Kula;28
Kulha;101
Kulhelm;24
Kulhua;25
Kulikov;21
Kulin;119
Kulju;934
Kuljukka;60
Kuljunlahti;40
Kuljuntausta;49
Kulkas;23
Kulkki;48
Kulku;28
Kulkula;47
Kull;57
Kulla;187
Kullaa;47
Kullanmäki;47
Kullas;183
Kullbäck;29
Kullberg;495
Kullman;56
Kullström;101
Kulluvaara;37
Kulma;52
Kulma-aho;32
Kulmakorpi;64
Kulmala;3874
Kulmalahti;23
Kulmalainen;20
Kulmanen;181
Kulmunki;39
Kulo;237
Kulojärvi;98
Kulokorpi;39
Kulomaa;49
Kulomäki;47
Kulonen;212
Kulonpää;52
Kulovesi;38
Kulovuori;51
Kulp;32
Kulpakko;122
Kulppi;162
Kulta;91
Kultala;169
Kultalahti;329
Kultamaa;30
Kultanen;433
Kultavirta;32
Kultavuori;23
Kultima;91
Kultti;153
Kulusjärvi;31
Kulvik;35
Kumanto;35
Kumar;112
Kumara;85
Kumén;21
Kumenius;32
Kumin;41
Kumlander;115
Kumlin;152
Kummala;185
Kummel;25
Kummila;26
Kummola;20
Kummu;74
Kummunmäki;87
Kummunsalo;22
Kumpu;189
Kumpula;1228
Kumpulainen;3632
Kumpulehto;26
Kumpumäki;399
Kumpunen;125
Kumpuniemi;195
Kumpuoja;29
Kumpusalo;32
Kumpuvaara;70
Kumpuvuori;24
Kuneinen;26
Kunelius;351
Kung;70
Kungas;62
Kuni;55
Kuniala;34
Kuningas;232
Kuninkaanniemi;34
Kuninkainen;20
Kunnaala;41
Kunnala;23
Kunnamo;25
Künnap;24
Kunnari;1119
Kunnas;766
Kunnasluoto;29
Kunnasmäki;38
Kunnaspuro;38
Kunnela;27
Kuntanen;21
Kunto;35
Kuntola;90
Kuntonen;155
Kuntsi;328
Kunttu;560
Kunvik;21
Kunze;20
Kuohukivi;29
Kuokka;379
Kuokkala;39
Kuokkanen;1836
Kuoksa;177
Kuolimo;40
Kuonanoja;47
Kuopila;31
Kuopio;89
Kuoppa;155
Kuoppa-aho;71
Kuoppakangas;41
Kuoppala;1229
Kuoppamaa;128
Kuoppamäki;236
Kuoppasalmi;25
Kuopus;38
Kuopusjärvi;43
Kuorelahti;95
Kuoremäki;28
Kuorikoski;380
Kuorilehto;123
Kuortti;271
Kuorttinen;40
Kuosa;625
Kuosku;114
Kuosma;82
Kuosmanen;3137
Kuossari;69
Kuotesaho;34
Kuotola;37
Kupari;692
Kuparinen;1400
Kupela;24
Kupi;62
Kupiainen;1245
Kupias;132
Kupila;271
Kupri;21
Kupsa;33
Kupsala;67
Kupsanen;40
Kupsu;46
Kupula;32
Kupulisoja;42
Kuqi;42
Kurala;20
Kurenniemi;21
Kurhela;161
Kurhila;20
Kurhinen;78
Kuri;39
Kurikka;757
Kurikka-aho;38
Kurikkala;170
Kurikkaoja;32
Kurila;34
Kurimo;40
Kurisjärvi;22
Kurittu;157
Kurjanen;35
Kurjenluoma;26
Kurjenmaa;26
Kurjenmäki;36
Kurjenniemi;34
Kurjonen;51
Kurka;87
Kurkaa;79
Kurkela;933
Kurki;2822
Kurkijärvi;49
Kurkikangas;59
Kurkilahti;61
Kurkimäki;60
Kurkinen;834
Kurkioja;31
Kurkipuro;28
Kurkisuo;39
Kurki-Suonio;63
Kurkivuori;25
Kurkkio;32
Kurko;194
Kurkola;41
Kurlin;34
Kurman;26
Kurola;106
Kuromaa;29
Kuronen;2318
Kurppa;495
Kurra;89
Kurri;302
Kurronen;199
Kurru;42
Kursi;85
Kursu;123
Kursukangas;23
Kursula;118
Kurt;88
Kurtakko;39
Kurtelius;83
Kurtén;155
Kurth;64
Kurtti;840
Kurttila;495
Kurttio;129
Kurtto;38
Kuru;485
Kurula;144
Kurumaa;23
Kurunlahti;78
Kurunmäki;73
Kurunsaari;201
Kurvi;178
Kurvinen;1300
Kuskelin;36
Kusmin;110
Kusnetsov;31
Kustila;26
Kustula;60
Kutila;174
Kutilainen;105
Kutinlahti;49
Kutja;22
Kutramoinen;21
Kuttila;54
Kutuniva;23
Kutvonen;314
Kuuhimo;21
Kuukankorpi;20
Kuukasjärvi;451
Kuukauppi;30
Kuukka;500
Kuukkanen;331
Kuukkula;35
Kuukso;21
Kuula;705
Kuulas;63
Kuulasmaa;51
Kuulusa;32
Kuuluvainen;206
Kuumola;40
Kuunila;20
Kuupakko;37
Kuuppelomäki;62
Kuuppo;81
Kuuramaa;30
Kuure;197
Kuuri;58
Kuurila;94
Kuuri-Riutta;54
Kuurlunti;24
Kuurne;166
Kuurola;48
Kuuru;42
Kuusa;56
Kuusakoski;34
Kuusalo;40
Kuusama;23
Kuusamo;61
Kuusela;3993
Kuusela-Opas;40
Kuusemo;22
Kuusenaho;25
Kuusenmäki;58
Kuusenoja;37
Kuusento;42
Kuusi;261
Kuusiaho;33
Kuusijärvi;247
Kuusijoensuu;46
Kuusikko;215
Kuusikorpi;41
Kuusikoski;68
Kuusilehto;82
Kuusiluoma;101
Kuusiluoto;36
Kuusimaa;47
Kuusimäki;304
Kuusimurto;91
Kuusinen;1474
Kuusiniemi;305
Kuusiniva;35
Kuusio;98
Kuusipalo;59
Kuusiranta;27
Kuusirati;100
Kuusisaari;165
Kuusisalo;60
Kuusisto;5051
Kuusitunturi;26
Kuusivaara;80
Kuusivuori;47
Kuusjärvi;289
Kuusk;21
Kuuskeri;33
Kuuskoski;131
Kuuslampi;20
Kuusniemi;337
Kuusonen;51
Kuusrainen;115
Kuussaari;51
Kuussalo;38
Kuusterä;20
Kuustie;68
Kuusto;43
Kuustonen;41
Kuutamo;47
Kuutela;24
Kuutniemi;22
Kuutsa;82
Kuutschin;35
Kuutsuo;26
Kuutti;712
Kuuttila;40
Kuuttinen;39
Kuutvuori;26
Kuuva;186
Kuva;117
Kuvaja;943
Kuzmin;33
Kuzmina;27
Kuznetsov;48
Kuznetsova;47
Kvarnström;138
Kvick;207
Kvickström;30
Kvist;725
Kyander;42
Kyaw;23
Kyckling;70
Kyhälä;42
Kyheröinen;54
Kyhyräinen;47
Kykkänen;418
Kykylä;20
Kykyri;98
Kylä;25
Kylä-Heiko;27
Kylä-Junnila;23
Kylä-Kaila;80
Kylä-Kause;30
Kyläkoski;67
Kylä-Laaso;21
Kylä-Liuhala;33
Kylämäki;45
Kylander;91
Kylänen;45
Kyläniemi;48
Kylä-Nikkilä;22
Kylänlahti;31
Kylänpää;381
Kylätasku;28
Kylätie;27
Kylä-Utsuri;27
Kylävainio;40
Kylen;22
Kylén;57
Kylkilahti;87
Kylkisalo;27
Kyllästinen;197
Kylli;189
Kylliäinen;693
Kyllinen;96
Kylliö;52
Kyllöinen;23
Kyllönen;3893
Kylmä;108
Kylmäaho;89
Kylmäkorpi;64
Kylmäkoski;30
Kylmälä;482
Kylmälahti;93
Kylmäluoma;176
Kylmämaa;153
Kylmämetsä;30
Kylmänen;563
Kylmäniemi;158
Kylmäoja;91
Kylmäperä;26
Kylökäs;21
Kylväjä;65
Kymäläinen;693
Kymén;21
Kynäkoski;43
Kynäslahti;64
Kyngäs;242
Kynkäänniemi;154
Kynnäs;52
Kynnös;20
Kynnysmaa;34
Kynsijärvi;133
Kynsilehto;117
Kyntäjä;113
Kyntölä;30
Kyntömaa;29
Kyöperi;24
Kyösti;161
Kyöstilä;171
Kyöstiö;34
Kyötikki;89
Kyöttinen;44
Kypärä;30
Kyppö;23
Kyrki;22
Kyrkkö;103
Kyrklund;82
Kyrö;484
Kyröjoki;23
Kyrölä;231
Kyröläinen;377
Kyrönlahti;211
Kyrönlampi;24
Kyrönniemi;40
Kyrönseppä;24
Kyrönviita;59
Kytö;409
Kytöaho;62
Kytöharju;143
Kytöhonka;31
Kytöjoki;81
Kytökangas;71
Kytökorpi;90
Kytölä;1069
Kytöläinen;31
Kytölehto;24
Kytöluoto;26
Kytömaa;119
Kytömäki;518
Kytönen;241
Kytöniemi;49
Kytösaari;56
Kytösaho;59
Kytösalmi;23
Kytövaara;40
Kytöviita;77
Kyttä;69
Kyttälä;181
Kyttänen;71
Kyyhkynen;367
Kyykkä;25
Kyykoski;24
Kyynäräinen;236
Kyyny;27
Kyyrä;152
Kyyriäinen;102
Kyyrö;318
Kyyrönen;194
Kyytinen;59
Kyytsönen;149
Laahanen;74
Laaja;181
Laajakallio;20
Laajala;162
Laajalahti;99
Laajalehto;33
Laajanaho;28
Laajanen;54
Laajapuro;21
Laajarinne;22
Laajisto;26
Laajoki;67
Laak;40
Laaka;41
Laakeri;24
Laakeristo;50
Laaki;20
Laakio;43
Laakkio;71
Laakko;373
Lääkkö;153
Lääkkölä;88
Laakkonen;4072
Laakoli;48
Laaksamo;51
Laaksi;37
Laakso;8750
Laaksoharju;111
Laaksola;35
Laaksolahti;27
Laaksolinna;20
Laaksomaa;44
Laaksonen;9008
Laaksonlaita;25
Laaksorinne;20
Laaksoviita;32
Laaksovirta;102
Laalahti;32
Laalo;136
Laamanen;1879
Laamo;48
Laaninen;178
Laankoski;23
Laanterä;20
Laanti;145
Laapas;137
Lääperi;353
Laapio;129
Laapotti;219
Läärä;79
Laari;522
Laarko;22
Laasala;86
Laasanen;358
Laasasenaho;81
Laasio;42
Laasonen;873
Lääti;136
Laatikainen;1163
Laatinen;32
Laatio;34
Laato;33
Laatta;26
Laattala;49
Laatu;111
Laatunen;139
Laava;40
Lääveri;132
Laavi;21
Laavola;43
Labba;32
Labbas;47
Lackman;171
Lackström;31
Ladau;31
Lae;45
Laeslehto;36
Laesvuori;22
Lågas;43
Lager;143
Lagerblom;87
Lagerbohm;46
Lagerbom;38
Lagercrantz;22
Lagergren;28
Lagerkrans;25
Lagerlöf;25
Lagerlund;27
Lagerqvist;31
Lagerroos;125
Lagerstam;71
Lagerstedt;123
Lagerström;293
Lågland;73
Lagström;82
Lagus;202
Lähde;1286
Lähdeaho;158
Lähdekorpi;324
Lahdelma;235
Lähdemaa;38
Lähdemäki;334
Lähdeniemi;178
Lahdenkauppi;72
Lahdenmaa;58
Lahdenmäki;182
Lahdenne;38
Lahdenniemi;33
Lahdenoja;26
Lahdenpää;62
Lahdenperä;855
Lahdenpohja;47
Lahdenranta;167
Lahdensalo;44
Lahdensivu;120
Lahdensuo;214
Lahdensuu;98
Lahdentausta;53
Lahdenvesi;43
Lahdenvuo;20
Lähdeoja;27
Lähderanta;21
Lähderinne;61
Lähdes;71
Lähdesluoma;26
Lähdesmäki;778
Lähdetie;22
Lähdetmäki;35
Lähdetniemi;62
Lähdevuori;34
Lahelma;58
Lähelmä;23
Läheniemi;21
Lahenius;40
Lahenmies;26
Lahermaa;23
Laherto;54
Lahervo;27
Lähetkangas;73
Lahikainen;488
Lahin;37
Lahlou;23
Lahma;47
Lahnajärvi;37
Lahnakoski;65
Lahnala;23
Lahnalahti;33
Lahnalammi;26
Lahnalampi;147
Lahnamaa;25
Lahnaoja;34
Lahokoski;38
Lahola;40
Lähteelä;93
Lähteenaro;37
Lähteenkorva;143
Lähteenlahti;71
Lähteenmaa;128
Lähteenmäki;3252
Lähteenoja;124
Lähteensuo;28
Lähteinen;258
Lahtela;873
Lahtelin;26
Lähtevänoja;117
Lahti;7506
Lähti;31
Lahtiluoma;34
Lahtimaa;38
Lahti-Mononen;24
Lahtinen;10884
Lähtinen;73
Lahti-Nuuttila;47
Lahtio;23
Lahtiperä;24
Lahtiranta;23
Lahti-Röyskö;21
Lahtivesi;25
Lahtivirta;72
Lahtivuori;69
Lahtola;24
Lähtölä;25
Lahtomaa;20
Lahtonen;465
Lahtoniemi;30
Lahtovaara;45
Lai;20
Laidinen;25
Laigren;20
Laihanen;237
Laihi;43
Laihia;75
Laihiainen;55
Laihinen;211
Laiho;2753
Laihola;75
Laihonen;410
Laihorinne;46
Laihosola;47
Laikari;28
Laikko;80
Laikkoja;23
Laikola;64
Laimi;37
Lainas;21
Laine;17709
Laineenoja;54
Lainejoki;20
Lainela;27
Lainesalo;49
Lainevirta;20
Laininen;20
Lainio;466
Lainkari;34
Laino;33
Lainpelto;116
Laipio;46
Lairi;45
Lairolahti;22
Laisaari;23
Laisalmi;23
Laisi;252
Laiso;20
Laita;30
Laitakari;154
Laitala;969
